"","OBJECTID","HUC12","HUC_STATE_NAME","HUC_STATE_ABBR","HUC_Region","HUC_RESERVE","Core_Edge_ratio","Perc_IC","Perc_Natural","Perc_Ag","Erodibility_Factor","MEAN_Marsh_Tidal_Range","Perc_Hardened_Shoreline","Shoreline_Sinuosity","Wetland_Connectedness","Pct_MUC_below_MHHW","Pct_MUC_below_MTL","UnvegVegEdge_ratio","AVG_migration_ratio","Acres","Shape_Length","Shape_Area","Core_Edge_ratio_Quantile","Perc_IC_Quantile","Perc_Natural_Quantile","Perc_Ag_Quantile","Erodibility_Factor_Quantile","MEAN_Marsh_Tidal_Range_Quantile","Perc_Hardened_Shoreline_Quantile","Shoreline_Sinuosity_Quantile","Wetland_Connectedness_Quantile","Pct_MUC_below_MHHW_Quantile","Pct_MUC_below_MTL_Quantile","UnvegVegEdge_ratio_Quantile","AVG_migration_ratio_Quantile","QuantileScoreSum","CurrentConditionSum","VulnerabilitySum","AdaptiveCapacitySum","CurrentConditionSum_Quantile","VulnerabilitySum_Quantile","AdaptiveCapacitySum_Quantile","QuantileScoreSum_Quantile","ConditionCategory","VulnerabilityCategory","AdaptiveCapacityCategory","ManagementCategory"
"1011",1011,30502080606,"South Carolina","SC","Southeast","",1.0821872,1.9631778,79.4584885,8.3052006,0.1928482,2.63573112,1.633056618,-0.229661844,51.98019802,0.963172173,0.144858597,3.924166272,0.090169673,38060.88322,71394.88639,154026929.7,8,-5,6,-8,-5,9,-4,9,7,-10,-5,-8,3,-2,-7,-11,16,5,-5,7,6,"Low","Low","High","Low-Low-High"
"1012",1012,30502080607,"South Carolina","SC","Southeast","",1.3779793,1.5456105,91.6171265,1.7053586,0.210773694,2.512526123,1.487677235,-0.140112796,65.87677725,0.950580499,0.126887907,3.118937565,0.170011365,43050.32903,93975.94864,174218500.5,8,-4,8,-6,-5,9,-4,9,9,-10,-5,-7,4,8,-1,-11,20,8,-5,8,8,"High","Low","High","High-Low-High"
"1013",1013,30502080608,"South Carolina","SC","Southeast","",1.9376996,4.3108439,82.8996811,0.6239393,0.171374269,2.434283553,1.893297159,-0.39107671,52.63157895,0.892083851,0.082195559,3.31305852,0.056602017,34860.05423,80159.58872,141073634.3,9,-6,7,-4,-4,9,-4,7,7,-10,-4,-8,2,1,-2,-9,12,7,-4,5,6,"High","Low","Low","High-Low-Low"
"1014",1014,30502090101,"South Carolina","SC","Southeast","",4.2436085,0,99.9883423,0.0116583,0.179382022,1.538709321,0.073194816,-0.361876674,78.63636364,0.953070525,0.056996984,2.569668202,0.061288632,71826.56318,77245.73679,290671788.5,10,-1,10,-3,-4,7,-3,8,10,-10,-3,-7,2,16,9,-10,18,10,-5,8,9,"High","Low","High","High-Low-High"
"1015",1015,30502090201,"South Carolina","SC","Southeast","",0.6211741,0.3945684,95.0780182,3.4499893,0.185305882,1.667924097,1.45331104,-0.410576817,48,0.721793973,0.08269096,0.759613017,1.173469048,25685.8408,53807.01954,103946909.8,6,-3,9,-6,-4,7,-4,7,7,-8,-4,-2,9,21,4,-9,26,9,-4,10,10,"High","Low","High","High-Low-High"
"1016",1016,30502090202,"South Carolina","SC","Southeast","",3.1822493,0.2706004,88.8468552,10.2907114,0.152967564,1.636308904,0.349701522,-0.194092886,60.6918239,0.918756199,0.057622194,2.787006641,0.076341739,93461.57679,98379.8916,378225582.3,10,-2,7,-8,-3,7,-3,9,8,-10,-3,-7,2,8,0,-9,16,8,-4,7,8,"High","Low","High","High-Low-High"
"1017",1017,30502090203,"South Carolina","SC","Southeast","",1.7777051,3.6693721,80.5525208,4.4259748,0.161043873,1.672686842,0.326815656,-0.054145781,44.28223844,0.945722843,0.073507926,4.052969063,0.065646479,59112.9078,66472.16554,239221450.6,9,-6,6,-7,-3,8,-3,9,6,-10,-3,-8,2,0,-6,-8,14,6,-3,6,6,"High","Low","High","High-Low-High"
"1018",1018,30502090204,"South Carolina","SC","Southeast","",1.9664556,11.5678644,59.6036491,0.2042126,0.178392857,1.728316453,2.539223636,-0.367602493,51.31578947,0.901706185,0.067306486,3.692462208,0.0381229,21776.82629,43182.75746,88127689.32,9,-8,4,-4,-4,8,-5,7,7,-10,-3,-8,2,-6,-7,-9,10,5,-4,4,5,"Low","Low","Low","Low-Low-Low"
"1019",1019,30502100101,"South Carolina","SC","Southeast","ACE, SC",2.3437324,5.0394206,81.7366486,1.7437999,0.160299003,2.034207418,0.60435815,-0.319565904,51.85185185,0.868740741,0.092641975,3.194228923,0.096057236,25749.87087,52819.59901,104206030.3,10,-7,6,-6,-3,8,-3,8,7,-10,-4,-7,3,4,-4,-9,16,7,-4,7,7,"High","Low","High","High-Low-High"
"1020",1020,30502100102,"South Carolina","SC","Southeast","ACE, SC",1.6878248,1.798141,87.4786377,5.5047112,0.161893564,2.093147747,1.635923528,-0.220911393,51.12359551,0.916693675,0.135607411,4.154033213,0.055636116,83005.39005,87924.6519,335910895.8,9,-4,7,-7,-4,8,-4,9,7,-10,-5,-8,2,0,-3,-11,14,7,-5,6,6,"High","Low","High","High-Low-High"
"1021",1021,30601090306,"South Carolina","SC","Southeast","",5.4758244,0.4118507,96.8452911,1.6167631,0.198813559,2.332630861,0.312779098,-0.437471497,77.27272727,0.878282994,0.054066809,1.701452581,0.127446315,28308.69608,76445.86943,114561228.5,10,-3,9,-5,-5,9,-3,7,10,-10,-3,-5,3,16,6,-9,18,9,-4,8,9,"High","Low","High","High-Low-High"
"1022",1022,30601090307,"Georgia","GA","Southeast","",1.4649386,7.0725541,79.6171875,2.8448744,0.185838226,2.390618428,7.918050323,-0.401074539,65.52795031,0.575987461,0.104012539,1.792933083,1.396449805,134487.7571,202999.8082,544252643.5,8,-7,6,-6,-4,9,-6,7,9,-7,-4,-5,9,15,-4,-6,25,7,-2,9,9,"High","Low","High","High-Low-High"
"1023",1023,30601100202,"South Carolina","SC","Southeast","",4.0673275,0.1860688,98.175827,0.1376732,0.187671756,2.068678549,0.898987553,-0.469283936,88.0952381,0.710472279,0.052922656,1.611211194,0.198963325,34683.59406,95076.48344,140359525.4,10,-2,9,-4,-4,8,-4,7,10,-8,-3,-5,5,22,8,-7,21,10,-3,8,10,"High","Low","High","High-Low-High"
"1024",1024,30601100301,"South Carolina","SC","Southeast","",0.7475281,1.4954747,90.8421478,2.2168319,0.177250923,2.394108169,2.708127817,-0.245743755,43.18181818,0.960714139,0.184088198,5.604020997,0.072453108,25992.13213,57945.03986,105186426.9,7,-4,8,-6,-4,9,-5,8,6,-10,-6,-9,2,-4,-4,-11,10,7,-5,4,5,"High","Low","Low","High-Low-Low"
"1025",1025,30601100302,"South Carolina","SC","Southeast","",0.9768261,9.7746382,67.9478531,0,0.16,2.396244145,6.564470031,-0.384394794,42.85714286,0.911962366,0.144825269,3.737167967,0.456907458,47526.9321,65395.97783,192334670.4,7,-8,4,-1,-3,9,-6,7,6,-10,-5,-8,7,3,-6,-9,18,6,-4,8,7,"High","Low","High","High-Low-High"
"1026",1026,30601100303,"South Carolina","SC","Southeast","",2.1929471,0.0360875,98.8713989,1.0203809,0.160436681,2.299619653,0.535004627,-0.256471175,58.62068966,0.944362501,0.07062738,2.973294169,0.040822595,13454.87797,38747.48305,54449959.31,9,-2,9,-5,-3,9,-3,8,8,-10,-3,-7,2,12,4,-7,16,9,-3,7,9,"High","Low","High","High-Low-High"
"1027",1027,30601100304,"South Carolina","SC","Southeast","",0.8822831,5.5421786,79.1146164,0.9275177,0.171204589,2.354075812,3.29406374,-0.506917695,48.16053512,0.936583175,0.240095799,3.871606682,0.16410936,35340.67612,89011.85157,143018642.1,7,-7,6,-5,-4,9,-5,6,7,-10,-7,-8,4,-6,-7,-12,14,5,-6,6,5,"Low","High","High","Low-High-High"
"1028",1028,30602040101,"Georgia","GA","Southeast","",1.9890565,6.7827044,73.2677689,0.2152203,0.158604207,2.237747629,7.007060516,-0.425013139,55.45023697,0.818841175,0.200919616,1.375652248,0.070340925,20960.69834,44367.57007,84824936.69,9,-7,5,-4,-3,9,-6,7,8,-9,-7,-4,2,-1,-1,-10,10,8,-5,4,6,"High","Low","Low","High-Low-Low"
"1029",1029,30602040102,"Georgia","GA","Southeast","",1.8523916,5.1887116,78.4633865,0.0693184,0.169979381,2.222920589,0.860220506,-0.275989955,34.21052632,0.968809662,0.129920415,7.043185999,0.033494539,81908.1597,99137.36514,331470562.1,9,-7,6,-3,-4,9,-4,8,5,-10,-5,-9,2,-3,-4,-10,11,7,-5,5,5,"High","Low","Low","High-Low-Low"
"1030",1030,30602040201,"Georgia","GA","Southeast","",0.925741,1.212917,69.5563583,23.8067398,0.176276042,2.361999989,0.523644041,-0.326124286,71.42857143,0.346320346,0.106060606,0.282395174,6.401374531,47844.15853,104762.245,193618440.2,7,-4,5,-9,-4,9,-3,8,9,-5,-4,-1,10,26,-2,-4,32,7,-2,10,10,"High","Low","High","High-Low-High"
"1031",1031,30602040202,"Georgia","GA","Southeast","",0.1370261,4.8698559,84.7222824,1.0450354,0.170085837,2.275116779,0,0,0,0.148148148,0.055555556,7.639833788,9.02938433,9224.252774,30714.16633,37329226.58,4,-6,7,-5,-4,9,-1,10,1,-3,-3,-9,10,20,-9,-1,30,4,-1,10,10,"Low","Low","High","Low-Low-High"
"1032",1032,30602040203,"Georgia","GA","Southeast","",4.3770804,5.1984901,80.9674606,0.6764935,0.182159265,2.330860468,0.829906214,-0.364706224,53.4351145,0.845379183,0.097144612,2.402101743,0.082516013,46874.72511,87256.07507,189695282.4,10,-7,6,-4,-4,9,-4,8,7,-9,-4,-6,3,6,-1,-8,15,8,-3,6,8,"High","Low","High","High-Low-High"
"1033",1033,30602040301,"Georgia","GA","Southeast","",3.2153578,4.1281738,81.7644958,0.7360041,0.195318761,2.36198816,6.937311871,-0.509898355,46.42857143,0.812644402,0.072799832,1.45299883,0.398284858,43154.07763,75999.3253,174638356.2,10,-6,6,-5,-5,9,-6,6,6,-9,-3,-4,7,10,1,-8,17,8,-3,7,8,"High","Low","High","High-Low-High"
"1034",1034,30602040302,"Georgia","GA","Southeast","",0.5471303,8.5839806,61.3890686,0.2765985,0.13515625,2.26065179,4.308674806,-0.510562387,70.83333333,0.708333333,0.158854167,0.459718669,0.868429075,8815.948383,33520.63079,35676877.33,6,-8,4,-4,-3,9,-5,6,9,-8,-6,-1,8,12,-3,-8,24,7,-3,9,9,"High","Low","High","High-Low-High"
"1035",1035,30602040303,"Georgia","GA","Southeast","",2.1779211,3.7098348,84.320343,0.3682348,0.14464752,2.260270781,5.435719371,-0.481475041,58.82352941,0.901759805,0.210380979,1.253577868,0.070908528,17907.84594,47625.54539,72470481.34,9,-6,7,-4,-3,9,-6,7,8,-10,-7,-4,2,1,2,-11,10,9,-5,4,6,"High","Low","Low","High-Low-Low"
"1036",1036,30602040304,"Georgia","GA","Southeast","",2.6569061,0.6428103,96.3094025,0.0307119,0.174391892,2.264696955,0.042425191,-0.158649433,69.52908587,0.903225177,0.105025503,1.641968181,0.077101369,89467.24059,120197.2967,362061077.2,10,-3,9,-3,-4,9,-2,9,9,-10,-4,-5,2,18,8,-9,19,10,-4,8,9,"High","Low","High","High-Low-High"
"1037",1037,30602040401,"Georgia","GA","Southeast","",2.3181899,1.32464,94.3864136,0.6134255,0.191738335,2.415533117,0.423427667,-0.083899131,65.70048309,0.675423931,0.087015365,0.945196826,0.397259026,115445.7867,124765.1188,467192523.3,10,-4,8,-4,-5,9,-3,9,9,-8,-4,-3,7,26,7,-8,28,10,-3,10,10,"High","Low","High","High-Low-High"
"1038",1038,30602040402,"Georgia","GA","Southeast","",6.4586287,0.265613,97.6583099,0,0.178319328,2.342768439,1.286488588,-0.18989526,22.58064516,0.992393795,0.136517297,7.687801458,0.01526288,21743.01955,46835.15563,87990878.31,10,-2,9,-1,-4,9,-4,9,4,-10,-5,-9,1,6,7,-10,9,10,-5,4,8,"High","Low","Low","High-Low-Low"
"1039",1039,30602040501,"Georgia","GA","Southeast","",2.1197729,2.1336999,89.5679626,0.859758,0.196247643,2.393824333,2.373640693,-0.455337276,57.58754864,0.768949732,0.066837162,1.436249,0.17861286,77029.78983,97913.4995,311728499.7,9,-5,8,-5,-5,9,-5,7,8,-9,-3,-4,4,10,3,-8,16,9,-3,7,8,"High","Low","High","High-Low-High"
"1040",1040,30602040502,"Georgia","GA","Southeast","",3.794754,0.1905051,99.0524826,0.0565193,0.171289855,2.348651272,0.306030615,-0.203170066,50.91743119,0.953154725,0.109586026,2.339999055,0.040815724,86920.36427,118258.1394,351754234.4,10,-2,10,-3,-4,9,-3,9,7,-10,-4,-6,2,16,9,-9,16,10,-4,7,9,"High","Low","High","High-Low-High"
"1041",1041,30602040601,"Georgia","GA","Southeast","",2.7666728,1.2719219,94.9121704,0.066363,0.180369775,2.309816225,0.327182929,-0.181099807,52.74725275,0.825789993,0.082496708,0.671032494,0.321911851,96381.19464,113134.3885,390040856.5,10,-4,9,-3,-4,9,-3,9,7,-9,-4,-2,6,26,10,-8,24,10,-3,9,10,"High","Low","High","High-Low-High"
"1042",1042,30602040602,"Georgia","GA","Southeast","",3.8085246,0.5833381,98.7457352,0,0.179194631,2.301230162,0,-0.204223503,79.66101695,0.921473012,0.069648562,1.345251364,0.038838342,13155.86133,61622.70036,53239881.93,10,-3,9,-1,-4,9,-1,9,10,-10,-3,-4,2,24,11,-8,22,10,-3,9,10,"High","Low","High","High-Low-High"
"1043",1043,30602040701,"Georgia","GA","Southeast","",2.8986475,0.9243839,95.6123276,0.3024584,0.16061287,2.449004765,1.479385805,-0.284768562,44.68085106,0.672789513,0.054855139,0.81168337,0.245127707,28158.76952,63647.86945,113954497.3,10,-4,9,-4,-3,9,-4,8,6,-8,-3,-2,5,22,9,-5,18,10,-2,8,10,"High","Low","High","High-Low-High"
"1044",1044,30602040702,"Georgia","GA","Southeast","",2.2925408,0.8467111,95.098465,0.1356582,0.136706731,2.334885951,3.20831601,-0.302062908,54.54545455,0.834078117,0.081937575,0.790915231,0.084261433,25801.32891,55443.42393,104414273.6,10,-3,9,-4,-3,9,-5,8,7,-9,-4,-2,3,16,10,-7,14,10,-3,6,9,"High","Low","High","High-Low-High"
"1045",1045,30602040703,"Georgia","GA","Southeast","SAP, GA",4.5084004,0.2522717,96.7669983,2.3832428,0.173687259,2.341909769,0.054613129,-0.186572986,60.90225564,0.951337093,0.090786894,2.870036702,0.03339241,74903.15442,114508.3547,303122311.5,10,-2,9,-6,-4,9,-2,9,8,-10,-4,-7,2,13,4,-9,18,9,-4,8,9,"High","Low","High","High-Low-High"
"1046",1046,30602040801,"Georgia","GA","Southeast","SAP, GA",5.1597824,0.2906088,98.288765,0.4615562,0.159095164,2.290265044,0.147108771,-0.275905153,73.48484848,0.778003515,0.073793382,2.328728428,0.064193642,88665.41853,94540.82076,358816218.4,10,-2,9,-4,-3,9,-3,8,9,-9,-3,-6,2,18,7,-6,16,10,-2,7,9,"High","Low","High","High-Low-High"
"1047",1047,30701060502,"Georgia","GA","Southeast","",4.3484678,0,100,0,0.163316327,2.292997169,0.214800477,-0.66539247,68.96551724,0.115856734,0.038674962,0.671330309,3.717071598,48893.49791,73910.41848,197864966,10,-1,10,-1,-4,9,-3,4,9,-2,-2,-2,10,46,16,1,28,10,-1,10,10,"High","Low","High","High-Low-High"
"1048",1048,30701060503,"Georgia","GA","Southeast","",0,4.7739029,83.1485214,0,0.167721154,2.354717009,1.681766855,-0.750796428,33.33333333,0.39,0.14,1.08333336,45.00937245,79246.77167,113287.1246,320700306.9,1,-6,7,-1,-4,9,-4,3,5,-5,-5,-3,10,15,-2,-5,22,7,-2,9,9,"High","Low","High","High-Low-High"
"1049",1049,30701060504,"Georgia","GA","Southeast","",4.0518532,1.3645803,92.4964981,0.2882797,0.141302083,2.220725885,0.894534004,-0.259419432,69.72477064,0.590220175,0.070105885,1.24537778,0.046703899,77951.24387,100498.9209,315457491.9,10,-4,8,-4,-3,9,-4,8,9,-7,-3,-4,2,17,6,-4,15,9,-2,6,9,"High","Low","High","High-Low-High"
"1050",1050,30702011201,"Georgia","GA","Southeast","",3.4086976,1.6666156,94.322731,0.0788694,0.162430454,2.254914147,0.159000164,-0.452873625,75.73964497,0.168082613,0.042112202,0.638520064,0.299345464,51034.68814,82361.18017,206530055.5,10,-4,8,-3,-4,9,-3,7,10,-3,-2,-2,6,34,9,0,24,10,-1,9,10,"High","Low","High","High-Low-High"
"1051",1051,30702011202,"Georgia","GA","Southeast","",2.2014921,1.4701016,95.5808868,0.0566309,0.172702004,2.254988836,0.35767527,-0.846877494,36.76470588,0.164368017,0.025663408,0.284723651,1.846925899,102896.0208,108191.0085,416405422.6,9,-4,9,-3,-4,9,-3,1,5,-3,-2,-1,9,30,10,0,20,10,-1,8,10,"High","Low","High","High-Low-High"
"1052",1052,30702030101,"Georgia","GA","Southeast","",0.085813,1.0219377,94.5363693,0,0.14959799,2.442507681,0.235348534,-0.634393112,89.43089431,0.18579492,0.003762935,0.46339757,6.860627138,66933.65461,94504.6275,270870890,3,-4,9,-1,-3,9,-3,5,10,-3,-2,-1,10,38,6,1,30,9,-1,10,10,"High","Low","High","High-Low-High"
"1053",1053,30702030102,"Georgia","GA","Southeast","",0.257584,0.2379193,98.4924927,0.6231018,0.164725849,2.442212616,0.288141833,-0.722305783,76.31578947,0.284270953,0.012399541,1.365401517,1.683562394,59164.75944,97689.69356,239431286.7,5,-2,9,-4,-4,9,-3,3,10,-4,-2,-4,9,30,4,-1,26,9,-1,10,10,"High","Low","High","High-Low-High"
"1054",1054,30702030201,"Georgia","GA","Southeast","",1.5449965,10.9541721,67.334465,0.8156497,0.146325301,2.386598782,3.475518491,-0.44212133,44.93307839,0.847706645,0.124275263,3.167972558,0.12597066,51929.80926,84883.83158,210152482.1,9,-8,4,-5,-3,9,-5,7,6,-9,-5,-7,3,-4,-7,-8,12,5,-3,5,5,"Low","Low","Low","Low-Low-Low"
"1055",1055,30702030202,"Georgia","GA","Southeast","",3.5074937,10.3935966,62.4392853,0.2079912,0.104166667,2.133087875,3.106148504,-0.469003133,72.72727273,0.910805801,0.077417948,1.748453493,0.053709134,19606.18908,38148.0736,79343432.18,10,-8,4,-4,-2,9,-5,7,9,-10,-3,-5,2,4,-3,-6,12,7,-2,5,7,"High","Low","Low","High-Low-Low"
"1056",1056,30702030203,"Georgia","GA","Southeast","",5.3131452,8.7604942,70.0138855,0.6212232,0.104760766,2.278582214,1.963623049,-0.32078854,61.16504854,0.658830183,0.066349831,2.50496484,0.035344221,69904.74611,88677.13499,282894470.7,10,-8,5,-4,-2,9,-4,8,8,-8,-3,-7,2,6,-4,-4,14,7,-2,6,8,"High","Low","High","High-Low-High"
"1057",1057,30702030301,"Georgia","GA","Southeast","",0.9363325,0.6497104,97.4025955,0.0672903,0.158031774,2.224999905,1.112569265,-0.326145479,88.50574713,0.35486834,0.029087569,0.95141513,1.172772137,48619.17571,81393.86347,196754823.5,7,-3,9,-3,-3,9,-4,8,10,-5,-2,-3,9,36,7,-1,30,10,-1,10,10,"High","Low","High","High-Low-High"
"1058",1058,30702030302,"Georgia","GA","Southeast","",4.2705069,3.8134177,85.9640732,0.1091753,0.115902965,2.220874017,0.875646718,-0.092795827,61.40350877,0.900325199,0.073685324,2.765277189,0.045017271,43142.25192,77044.47378,174590499.3,10,-6,7,-3,-2,9,-4,9,8,-10,-3,-7,2,10,1,-6,15,8,-2,6,8,"High","Low","High","High-Low-High"
"1059",1059,30702030401,"Georgia","GA","Southeast","",4.4546928,0.59701,95.2904282,0.2466919,0.143975904,2.223783668,0.052394941,-0.035600644,59.375,0.987270673,0.132876894,4.830129187,0.032177541,16050.03394,39554.13392,64952182.94,10,-3,9,-4,-3,9,-2,9,8,-10,-5,-8,1,11,4,-9,16,9,-4,7,8,"High","Low","High","High-Low-High"
"1060",1060,30702030402,"Georgia","GA","Southeast","",5.6888285,0.2585253,98.7516251,0.3225762,0.129572368,2.210896372,0.141366406,-0.141212809,54.34782609,0.713564052,0.044863365,2.215937823,0.038019729,112203.4858,125523.568,454071397.1,10,-2,9,-4,-3,9,-3,9,7,-8,-2,-6,2,18,7,-4,16,10,-2,7,9,"High","Low","High","High-Low-High"
"1061",1061,30702030501,"Georgia","GA","Southeast","",2.4847121,3.0704858,87.3357773,0.0619949,0.146312849,2.24412115,1.684528132,-0.38932334,27.5862069,0.898294945,0.091035996,1.805658754,0.223106189,37882.51545,65570.15961,153305100.9,10,-5,7,-3,-3,9,-4,7,4,-10,-4,-5,5,11,4,-8,15,9,-3,6,8,"High","Low","High","High-Low-High"
"1062",1062,30702030502,"Georgia","GA","Southeast","",2.0491037,0.3924567,98.2995224,0.0648116,0.133089005,2.24215947,1.685879466,-0.092290944,31.08108108,0.980260957,0.188548487,3.656907478,0.077403019,19682.26617,46173.97382,79651305.27,9,-3,9,-3,-3,9,-4,9,5,-10,-6,-8,2,6,4,-10,12,9,-5,5,8,"High","Low","Low","High-Low-Low"
"1063",1063,30702030503,"Georgia","GA","Southeast","",3.177099,6.567728,81.9216537,0.4299595,0.154596273,2.137053394,2.109737927,-0.023986309,38.50931677,0.92706049,0.169270833,3.666043928,0.065558616,66089.00435,83628.2256,267452711.7,10,-7,6,-4,-3,9,-4,10,5,-10,-6,-8,2,0,-3,-10,13,7,-5,5,6,"High","Low","Low","High-Low-Low"
"1064",1064,30702040905,"Georgia","GA","Southeast","",2.9250402,3.4066079,86.3098831,0.030517,0.122756681,1.556567909,0.826615899,-0.192339331,43.41085271,0.394142921,0.072843103,1.47313112,0.180089071,28265.9111,58583.64689,114388083.9,10,-6,7,-3,-2,7,-4,9,6,-5,-3,-4,4,18,4,-3,17,9,-1,7,9,"High","Low","High","High-Low-High"
"1065",1065,30702040906,"Florida","FL","Southeast","",2.6270652,5.8447537,79.3386154,1.3355535,0.092513562,2.030350851,2.434864562,-0.163836385,35.86956522,0.931288308,0.181618229,2.423865183,0.059102067,36763.03647,58177.16393,148774730.3,10,-7,6,-5,-2,8,-5,9,5,-10,-6,-7,2,-2,-3,-10,10,7,-5,4,6,"High","Low","Low","High-Low-Low"
"1066",1066,30702040907,"Georgia","GA","Southeast","",3.2787318,6.1073155,76.6374588,0.4234227,0.096553785,1.961150046,1.379090304,-0.037941446,43.07692308,0.937199254,0.144775606,2.626265597,0.055411129,31150.34011,65745.69127,126060953.9,10,-7,6,-4,-2,8,-4,9,6,-10,-5,-7,2,2,-2,-9,13,7,-4,5,7,"High","Low","Low","High-Low-Low"
"1067",1067,30702050104,"Florida","FL","Southeast","",0.9121583,3.9359224,83.5173416,0,0.139544469,1.07578242,0,-0.015260101,89.47368421,0.048252912,0.003327787,0.060818929,2.580974809,15039.84355,53060.33758,60864087.46,7,-6,7,-1,-3,6,-1,10,10,-2,-2,-1,9,42,6,-1,36,9,-1,10,10,"High","Low","High","High-Low-High"
"1068",1068,30702050203,"Florida","FL","Southeast","",0.6678801,2.0250478,94.4136124,0,0.169792746,1.240200883,0,-0.021289067,0,0,0,0.046425118,38.23268714,20089.40516,63799.74967,81298938.29,7,-5,8,-1,-4,6,-1,10,1,-1,-1,-1,10,38,8,0,30,10,-1,10,10,"High","Low","High","High-Low-High"
"1069",1069,30702050301,"Florida","FL","Southeast","",0,0.5693706,98.1609497,0,0.111268437,1.02497503,0,0,0,0,0,0.088235297,5.027481989,22499.79151,56845.318,91053425.77,1,-3,9,-1,-2,6,-1,10,1,-1,-1,-1,10,36,5,2,30,9,-1,10,10,"High","Low","High","High-Low-High"
"1070",1070,30702050302,"Florida","FL","Southeast","",5.1306944,2.2218328,92.7767715,0.0290021,0.100326975,1.373750228,0.685554444,-0.305837154,40.98360656,0.210524335,0.072081906,0.808773772,0.084857942,17925.18602,49897.82358,72540654.19,10,-5,8,-3,-2,7,-3,8,6,-3,-3,-2,3,22,8,-1,16,10,-1,7,10,"High","Low","High","High-Low-High"
"1071",1071,30702050303,"Florida","FL","Southeast","",4.6115098,1.2232528,93.6514587,0.9209992,0.078966614,1.491066967,0.143986575,-0.309087278,53.53535354,0.695457011,0.08509922,1.666939767,0.055866316,30719.66517,71758.0091,124318074.3,10,-4,8,-5,-2,7,-3,8,7,-8,-4,-5,2,12,4,-7,14,9,-3,6,9,"High","Low","High","High-Low-High"
"1072",1072,30702050304,"Florida","FL","Southeast","",1.9270837,2.568588,90.4401855,0.0811725,0.086883803,1.703178668,3.747713172,-0.310298326,50.34965035,0.91222999,0.0931478,2.550026418,0.098084126,61824.14881,78975.76155,250193453.7,9,-5,8,-3,-2,8,-5,8,7,-10,-4,-7,3,8,2,-8,14,9,-3,6,8,"High","Low","High","High-Low-High"
"1073",1073,30801031405,"Florida","FL","Southeast","",0.0102255,25.9206104,28.4179668,0.1844281,0.074791667,0.664447073,88.13234496,-0.838942511,11.11111111,0.920792079,0.821782178,96.79417686,0.389061507,14323.27681,40821.43536,57964244.73,2,-10,1,-4,-1,5,-10,2,3,-10,-10,-10,6,-35,-21,-16,2,1,-8,1,1,"Low","High","Low","Low-High-Low"
"1074",1074,30801031501,"Florida","FL","Southeast","",0.0230643,7.4482155,71.7935944,0.0510623,0.140834356,0.860220977,3.461126837,-0.655595386,77.55102041,0.457326892,0.120772947,0.631720439,1.080270399,30033.5252,66390.28052,121541364.3,2,-7,5,-3,-3,5,-5,4,10,-6,-5,-2,8,8,-5,-9,22,6,-4,9,8,"High","Low","High","High-Low-High"
"1075",1075,30801031502,"Florida","FL","Southeast","",0.0132131,14.6675825,46.2619667,0.0225406,0.114745146,0.842082663,20.19318031,-0.736105518,54.83870968,0.640995261,0.297393365,1.812524764,0.730225832,29611.65961,75560.74841,119834134.9,2,-9,2,-3,-2,5,-8,3,8,-8,-8,-5,8,-11,-13,-13,15,3,-7,6,4,"Low","High","High","Low-High-High"
"1076",1076,30801031503,"Florida","FL","Southeast","",0.0811342,14.9068689,49.1889343,0.1076627,0.076466019,0.734683523,33.79544002,-0.672154005,28.29268293,0.782273603,0.611271676,3.89246823,0.272714648,29337.46694,68501.82979,118724516.5,3,-9,3,-3,-2,5,-9,4,4,-9,-10,-8,6,-24,-14,-16,6,2,-8,3,1,"Low","High","Low","Low-High-Low"
"1077",1077,30801031601,"Florida","FL","Southeast","",0.2505618,9.5113096,66.663063,2.6209965,0.11344296,0.989033958,4.103079692,-0.631120366,48.92307692,0.582530833,0.230106437,1.157412498,0.23856524,40103.59502,77826.72784,162293491.1,4,-8,4,-6,-2,6,-5,5,7,-7,-7,-3,5,-4,-9,-10,14,4,-5,6,5,"Low","Low","High","Low-Low-High"
"1078",1078,30801031602,"Florida","FL","Southeast","",1.1553186,8.9879532,76.1104584,0.208141,0.071064572,1.168236687,4.585338405,-0.340820193,45.88235294,0.621057074,0.027059816,1.752782016,0.092364887,26663.2155,63364.69852,107902204.9,8,-8,5,-4,-1,6,-6,8,6,-8,-2,-5,3,2,-4,-5,11,7,-2,5,7,"High","Low","Low","High-Low-Low"
"1079",1079,30801031603,"Florida","FL","Southeast","",0.0423729,11.8424616,57.8505363,0.081682,0.056794582,1.139011307,0,0,0,0,0,1.313725369,0,10593.00068,41501.44096,42868352.83,3,-8,3,-3,-1,6,-1,10,1,-1,-1,-4,1,6,-9,3,12,4,-1,5,8,"Low","Low","Low","Low-Low-Low"
"1080",1080,30801031604,"Florida","FL","Southeast","",0.7772014,4.7923212,83.5450058,0.0713744,0.05819398,1.376456173,0,-0.182607874,48.88888889,0.337520481,0.006553796,0.502775067,0.211030195,18150.29838,67508.56945,73451651.57,7,-6,7,-3,-1,7,-1,9,7,-5,-2,-1,5,28,4,-1,24,9,-1,9,10,"High","Low","High","High-Low-High"
